Gene ID,Species Name,Phylum,Clade,Family ID,,,
ANCCEY_08886,ancylostoma_ceylanicum,Nematoda,Clade V,family 262248,,,
ANCCEY_14033,ancylostoma_ceylanicum,Nematoda,Clade V,family 262248,,,
ANCCEY_03288,ancylostoma_ceylanicum,Nematoda,Clade V,family 262248,,,
ANCCEY_01751,ancylostoma_ceylanicum,Nematoda,Clade V,family 283238,,,
ANCCEY_01752,ancylostoma_ceylanicum,Nematoda,Clade V,family 283238,,,
ANCCEY_04337,ancylostoma_ceylanicum,Nematoda,Clade V,family 283238,,,
ANCCEY_02755,ancylostoma_ceylanicum,Nematoda,Clade V,family 323709,,,
ANCCEY_08164,ancylostoma_ceylanicum,Nematoda,Clade V,family 323709,,,
ANCCEY_03589,ancylostoma_ceylanicum,Nematoda,Clade V,family 370323,,,
ANCCEY_00684,ancylostoma_ceylanicum,Nematoda,Clade V,family 370323,,,
ANCCEY_10933,ancylostoma_ceylanicum,Nematoda,Clade V,family 432399,,,
ANCCEY_09400,ancylostoma_ceylanicum,Nematoda,Clade V,family 441036,,,
ANCCEY_12322,ancylostoma_ceylanicum,Nematoda,Clade V,family 443402,,,
ANCCEY_09136,ancylostoma_ceylanicum,Nematoda,Clade V,family 445222,,,
ANCCEY_09924,ancylostoma_ceylanicum,Nematoda,Clade V,family 460447,,,
ANCCEY_11828,ancylostoma_ceylanicum,Nematoda,Clade V,family 540168,,,
ANCCEY_10479,ancylostoma_ceylanicum,Nematoda,Clade V,family 553227,,,
ANCCEY_12650,ancylostoma_ceylanicum,Nematoda,Clade V,family 601070,,,
ANCCEY_13287,ancylostoma_ceylanicum,Nematoda,Clade V,family 605134,,,
ANCCEY_00812,ancylostoma_ceylanicum,Nematoda,Clade V,family 656248,,,
ANCCEY_01479,ancylostoma_ceylanicum,Nematoda,Clade V,family 670937,,,
ANCCEY_12649,ancylostoma_ceylanicum,Nematoda,Clade V,family 686379,,,
ANCCEY_07915,ancylostoma_ceylanicum,Nematoda,Clade V,family 725603,,,
ANCCEY_13225,ancylostoma_ceylanicum,Nematoda,Clade V,family 725603,,,
ANCCEY_13478,ancylostoma_ceylanicum,Nematoda,Clade V,family 733448,,,
ANCCEY_03919,ancylostoma_ceylanicum,Nematoda,Clade V,family 734936,,,
ANCCEY_02759,ancylostoma_ceylanicum,Nematoda,Clade V,family 734936,,,
ANCCEY_03920,ancylostoma_ceylanicum,Nematoda,Clade V,family 734936,,,
ANCCEY_02760,ancylostoma_ceylanicum,Nematoda,Clade V,family 734936,,,
ANCCEY_03921,ancylostoma_ceylanicum,Nematoda,Clade V,family 734936,,,
ANCCEY_10298,ancylostoma_ceylanicum,Nematoda,Clade V,family 746794,,,
ANCCEY_10217,ancylostoma_ceylanicum,Nematoda,Clade V,family 746794,,,
ANCCEY_05636,ancylostoma_ceylanicum,Nematoda,Clade V,family 746794,,,
ANCCEY_13760,ancylostoma_ceylanicum,Nematoda,Clade V,family 762743,,,
ANCCEY_11535,ancylostoma_ceylanicum,Nematoda,Clade V,family 762743,,,
ANCCEY_11646,ancylostoma_ceylanicum,Nematoda,Clade V,family 762743,,,
ANCCEY_13761,ancylostoma_ceylanicum,Nematoda,Clade V,family 762743,,,
ANCCEY_02476,ancylostoma_ceylanicum,Nematoda,Clade V,family 762743,,,
ANCCEY_11534,ancylostoma_ceylanicum,Nematoda,Clade V,family 762743,,,
ANCCEY_02477,ancylostoma_ceylanicum,Nematoda,Clade V,family 762743,,,
ANCCEY_04923,ancylostoma_ceylanicum,Nematoda,Clade V,family 762831,,,
ANCCEY_05551,ancylostoma_ceylanicum,Nematoda,Clade V,family 762831,,,
ANCCEY_05553,ancylostoma_ceylanicum,Nematoda,Clade V,family 762831,,,
ANCCEY_04590,ancylostoma_ceylanicum,Nematoda,Clade V,family 789588,,,
ANCCEY_04588,ancylostoma_ceylanicum,Nematoda,Clade V,family 789588,,,
ANCCEY_04587,ancylostoma_ceylanicum,Nematoda,Clade V,family 789588,,,
ANCCEY_04843,ancylostoma_ceylanicum,Nematoda,Clade V,family 804386,,,
ANCCEY_09108,ancylostoma_ceylanicum,Nematoda,Clade V,family 829835,,,
ANCCEY_00010,ancylostoma_ceylanicum,Nematoda,Clade V,family 861427,,,
ANCCEY_09459,ancylostoma_ceylanicum,Nematoda,Clade V,family 862195,,,
ANCCEY_10435,ancylostoma_ceylanicum,Nematoda,Clade V,family 873884,,,
ANCCEY_10437,ancylostoma_ceylanicum,Nematoda,Clade V,family 873884,,,
ANCCEY_03746,ancylostoma_ceylanicum,Nematoda,Clade V,family 879813,,,
ANCCEY_05383,ancylostoma_ceylanicum,Nematoda,Clade V,family 883863,,,
ANCCEY_14296,ancylostoma_ceylanicum,Nematoda,Clade V,family 901418,,,
ANCCEY_14405,ancylostoma_ceylanicum,Nematoda,Clade V,family 901418,,,
ANCCEY_09652,ancylostoma_ceylanicum,Nematoda,Clade V,family 901418,,,
ANCCEY_03271,ancylostoma_ceylanicum,Nematoda,Clade V,family 929854,,,
ANCCEY_03272,ancylostoma_ceylanicum,Nematoda,Clade V,family 929854,,,
ANCCEY_08252,ancylostoma_ceylanicum,Nematoda,Clade V,family 939737,,,
ANCCEY_04828,ancylostoma_ceylanicum,Nematoda,Clade V,family 939737,,,
ANCCEY_10533,ancylostoma_ceylanicum,Nematoda,Clade V,family 968572,,,
ANCCEY_01316,ancylostoma_ceylanicum,Nematoda,Clade V,family 978611,,,
ANCCEY_00301,ancylostoma_ceylanicum,Nematoda,Clade V,family 1011230,,,
ANCCEY_01376,ancylostoma_ceylanicum,Nematoda,Clade V,family 1042845,,,
ANCCEY_12633,ancylostoma_ceylanicum,Nematoda,Clade V,family 1077308,,,
ANCCEY_07490,ancylostoma_ceylanicum,Nematoda,Clade V,family 1087226,,,
ANCCEY_08365,ancylostoma_ceylanicum,Nematoda,Clade V,family 1101856,,,
ANCCEY_01665,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_03187,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_01667,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_03188,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_01664,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_13782,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_10550,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_11836,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_01666,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_08592,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_00471,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_08805,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_12471,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_14310,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584393,,,
ANCCEY_00678,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_14562,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_05181,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_14700,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_13493,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_13495,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_14563,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_09373,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_15024,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_14693,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_14695,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_14331,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_13494,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_14733,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_00681,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_00680,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_05368,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_00679,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_05808,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_14572,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_15648,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584441,,,
ANCCEY_15230,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584554,,,
ANCCEY_01771,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584554,,,
ANCCEY_06530,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584554,,,
ANCCEY_01769,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584554,,,
ANCCEY_04349,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584554,,,
ANCCEY_11900,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584554,,,
ANCCEY_00329,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_04013,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_07380,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_04015,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_00264,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_04014,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_04022,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_00266,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_01648,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_03742,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_04020,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_07647,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_07379,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_04021,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_05024,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_04019,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_04016,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584561,,,
ANCCEY_13679,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_01707,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_06748,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_01710,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_15703,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_01698,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_02857,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_06745,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_01701,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_06764,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_02861,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_04748,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_14057,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584603,,,
ANCCEY_07037,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584651,,,
ANCCEY_04084,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584651,,,
ANCCEY_04081,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584651,,,
ANCCEY_10389,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584651,,,
ANCCEY_12839,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584651,,,
ANCCEY_01704,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_13685,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_01711,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_01700,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_06749,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_06746,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_06755,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_13680,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_01697,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_06762,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_01708,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_05988,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_06765,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_06759,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_13682,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_02860,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_14056,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_06751,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_04749,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_02858,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584706,,,
ANCCEY_03249,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584756,,,
ANCCEY_11243,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584756,,,
ANCCEY_07151,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584756,,,
ANCCEY_11567,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584756,,,
ANCCEY_06884,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584756,,,
ANCCEY_04932,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584820,,,
ANCCEY_03968,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584820,,,
ANCCEY_11796,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584820,,,
ANCCEY_08055,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584820,,,
ANCCEY_03966,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584820,,,
ANCCEY_03964,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584820,,,
ANCCEY_13312,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584820,,,
ANCCEY_08054,ancylostoma_ceylanicum,Nematoda,Clade V,family 1584820,,,
ANCCEY_10962,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586468,,,
ANCCEY_06800,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586468,,,
ANCCEY_10963,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586468,,,
ANCCEY_01841,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586468,,,
ANCCEY_05892,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586468,,,
ANCCEY_06799,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586468,,,
ANCCEY_10964,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586468,,,
ANCCEY_10922,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586490,,,
ANCCEY_04047,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586490,,,
ANCCEY_04048,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586490,,,
ANCCEY_02903,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586490,,,
ANCCEY_08376,ancylostoma_ceylanicum,Nematoda,Clade V,family 1586490,,,
ACOC_0000175801,angiostrongylus_costaricensis,Nematoda,Clade V,family 150118,,,
ACOC_0000331601,angiostrongylus_costaricensis,Nematoda,Clade V,family 225491,,,
ACOC_0000029401,angiostrongylus_costaricensis,Nematoda,Clade V,family 236822,,,
ACOC_0001145601,angiostrongylus_costaricensis,Nematoda,Clade V,family 276074,,,
ACOC_0000099501,angiostrongylus_costaricensis,Nematoda,Clade V,family 112805,,,
ACOC_0001014301,angiostrongylus_costaricensis,Nematoda,Clade V,family 112805,,,
ACOC_0000572001,angiostrongylus_costaricensis,Nematoda,Clade V,family 112805,,,
ACOC_0000942601,angiostrongylus_costaricensis,Nematoda,Clade V,family 204750,,,
ACOC_0000187001,angiostrongylus_costaricensis,Nematoda,Clade V,family 72247,,,
ACOC_0001214301,angiostrongylus_costaricensis,Nematoda,Clade V,family 72247,,,
ACOC_0000318501,angiostrongylus_costaricensis,Nematoda,Clade V,family 72247,,,
ACOC_0001324301,angiostrongylus_costaricensis,Nematoda,Clade V,family 72247,,,
ACOC_0000297101,angiostrongylus_costaricensis,Nematoda,Clade V,family 72247,,,
ACOC_0000122901,angiostrongylus_costaricensis,Nematoda,Clade V,family 89847,,,
ACOC_0000248501,angiostrongylus_costaricensis,Nematoda,Clade V,family 89847,,,
ACOC_0000756301,angiostrongylus_costaricensis,Nematoda,Clade V,family 89847,,,
ACOC_0000262301,angiostrongylus_costaricensis,Nematoda,Clade V,family 89847,,,
ACOC_0000409501,angiostrongylus_costaricensis,Nematoda,Clade V,family 89847,,,
ACOC_0000305101,angiostrongylus_costaricensis,Nematoda,Clade V,family 92761,,,
ACOC_0000098601,angiostrongylus_costaricensis,Nematoda,Clade V,family 92761,,,
ACOC_0000098701,angiostrongylus_costaricensis,Nematoda,Clade V,family 92761,,,
ACOC_0000998101,angiostrongylus_costaricensis,Nematoda,Clade V,family 92761,,,
ACOC_0000262601,angiostrongylus_costaricensis,Nematoda,Clade V,family 189534,,,
ACOC_0000044701,angiostrongylus_costaricensis,Nematoda,Clade V,family 189534,,,
ACOC_0001269101,angiostrongylus_costaricensis,Nematoda,Clade V,family 236414,,,
ACOC_0000358101,angiostrongylus_costaricensis,Nematoda,Clade V,family 253675,,,
ACOC_0000160701,angiostrongylus_costaricensis,Nematoda,Clade V,family 253675,,,
ACOC_0000859901,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584619,,,
ACOC_0000219901,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584619,,,
ACOC_0000629901,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584619,,,
ACOC_0001020901,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584687,,,
ACOC_0000044601,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584687,,,
ACOC_0000302001,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584687,,,
ACOC_0000291801,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584687,,,
ACOC_0000329301,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584687,,,
ACOC_0000600501,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584687,,,
ACOC_0000813701,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584695,,,
ACOC_0000100301,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584699,,,
ACOC_0001012901,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584699,,,
ACOC_0001011301,angiostrongylus_costaricensis,Nematoda,Clade V,family 1584822,,,
ACOC_0000173101,angiostrongylus_costaricensis,Nematoda,Clade V,family 73628,,,
ACOC_0000257301,angiostrongylus_costaricensis,Nematoda,Clade V,family 73628,,,
ACOC_0000138701,angiostrongylus_costaricensis,Nematoda,Clade V,family 79653,,,
ACOC_0001314301,angiostrongylus_costaricensis,Nematoda,Clade V,family 79653,,,
ACOC_0000345001,angiostrongylus_costaricensis,Nematoda,Clade V,family 79653,,,
ACOC_0001165101,angiostrongylus_costaricensis,Nematoda,Clade V,family 79653,,,
ACOC_0000952801,angiostrongylus_costaricensis,Nematoda,Clade V,family 79653,,,
ACOC_0001238201,angiostrongylus_costaricensis,Nematoda,Clade V,family 79653,,,
ACOC_0000930501,angiostrongylus_costaricensis,Nematoda,Clade V,family 79653,,,
ACOC_0000248401,angiostrongylus_costaricensis,Nematoda,Clade V,family 109614,,,
ACOC_0000630701,angiostrongylus_costaricensis,Nematoda,Clade V,family 109614,,,
ACOC_0000229501,angiostrongylus_costaricensis,Nematoda,Clade V,family 109614,,,
ACOC_0000974901,angiostrongylus_costaricensis,Nematoda,Clade V,family 109614,,,
ACOC_0001119301,angiostrongylus_costaricensis,Nematoda,Clade V,family 109614,,,
ACOC_0000591401,angiostrongylus_costaricensis,Nematoda,Clade V,family 114014,,,
ACOC_0000656901,angiostrongylus_costaricensis,Nematoda,Clade V,family 114014,,,
ACOC_0000866801,angiostrongylus_costaricensis,Nematoda,Clade V,family 114014,,,
ACOC_0000264901,angiostrongylus_costaricensis,Nematoda,Clade V,family 114014,,,
ACOC_0000903301,angiostrongylus_costaricensis,Nematoda,Clade V,family 120330,,,
ACOC_0000509301,angiostrongylus_costaricensis,Nematoda,Clade V,family 120330,,,
ACOC_0000686701,angiostrongylus_costaricensis,Nematoda,Clade V,family 145447,,,
ACOC_0000216101,angiostrongylus_costaricensis,Nematoda,Clade V,family 145447,,,
ACOC_0000686801,angiostrongylus_costaricensis,Nematoda,Clade V,family 145447,,,
ACOC_0000500401,angiostrongylus_costaricensis,Nematoda,Clade V,family 145447,,,
ACOC_0001007701,angiostrongylus_costaricensis,Nematoda,Clade V,family 145447,,,
ACOC_0000217301,angiostrongylus_costaricensis,Nematoda,Clade V,family 145447,,,
ACOC_0001137201,angiostrongylus_costaricensis,Nematoda,Clade V,family 161836,,,
ACOC_0000438401,angiostrongylus_costaricensis,Nematoda,Clade V,family 161836,,,
ACOC_0000617701,angiostrongylus_costaricensis,Nematoda,Clade V,family 164880,,,
ACOC_0000331901,angiostrongylus_costaricensis,Nematoda,Clade V,family 164880,,,
ACOC_0000167201,angiostrongylus_costaricensis,Nematoda,Clade V,family 188084,,,
ACOC_0000582201,angiostrongylus_costaricensis,Nematoda,Clade V,family 188084,,,
ACOC_0000737601,angiostrongylus_costaricensis,Nematoda,Clade V,family 225351,,,
ACOC_0001293401,angiostrongylus_costaricensis,Nematoda,Clade V,family 225351,,,
ACOC_0000006701,angiostrongylus_costaricensis,Nematoda,Clade V,family 225351,,,
ACOC_0000227001,angiostrongylus_costaricensis,Nematoda,Clade V,family 225351,,,
ACOC_0001172601,angiostrongylus_costaricensis,Nematoda,Clade V,family 231200,,,
ACOC_0001317801,angiostrongylus_costaricensis,Nematoda,Clade V,family 231200,,,
ACOC_0000288601,angiostrongylus_costaricensis,Nematoda,Clade V,family 231200,,,
ACOC_0000317101,angiostrongylus_costaricensis,Nematoda,Clade V,family 241954,,,
ACOC_0000897501,angiostrongylus_costaricensis,Nematoda,Clade V,family 273614,,,
ACOC_0000528701,angiostrongylus_costaricensis,Nematoda,Clade V,family 273614,,,
ACOC_0000274201,angiostrongylus_costaricensis,Nematoda,Clade V,family 288152,,,
ACOC_0000006401,angiostrongylus_costaricensis,Nematoda,Clade V,family 289580,,,
ACOC_0001075901,angiostrongylus_costaricensis,Nematoda,Clade V,family 292198,,,
ACOC_0000190501,angiostrongylus_costaricensis,Nematoda,Clade V,family 293263,,,
ACOC_0000509201,angiostrongylus_costaricensis,Nematoda,Clade V,family 293263,,,
ACOC_0000858801,angiostrongylus_costaricensis,Nematoda,Clade V,family 355288,,,
ACOC_0000686201,angiostrongylus_costaricensis,Nematoda,Clade V,family 355288,,,
ACOC_0001158001,angiostrongylus_costaricensis,Nematoda,Clade V,family 376434,,,
ACOC_0001261301,angiostrongylus_costaricensis,Nematoda,Clade V,family 383681,,,
ACOC_0000268501,angiostrongylus_costaricensis,Nematoda,Clade V,family 383681,,,
ACOC_0000521401,angiostrongylus_costaricensis,Nematoda,Clade V,family 392522,,,
ACOC_0000595001,angiostrongylus_costaricensis,Nematoda,Clade V,family 396252,,,
ACOC_0000589101,angiostrongylus_costaricensis,Nematoda,Clade V,family 396252,,,
ACOC_0000497501,angiostrongylus_costaricensis,Nematoda,Clade V,family 405305,,,
ACOC_0000912501,angiostrongylus_costaricensis,Nematoda,Clade V,family 405305,,,
ACOC_0000214201,angiostrongylus_costaricensis,Nematoda,Clade V,family 418381,,,
ACOC_0000911701,angiostrongylus_costaricensis,Nematoda,Clade V,family 418381,,,
ACOC_0001311301,angiostrongylus_costaricensis,Nematoda,Clade V,family 455391,,,
ACOC_0001309601,angiostrongylus_costaricensis,Nematoda,Clade V,family 455391,,,
ACOC_0001303801,angiostrongylus_costaricensis,Nematoda,Clade V,family 462031,,,
ACOC_0000065201,angiostrongylus_costaricensis,Nematoda,Clade V,family 464055,,,
ACOC_0000542801,angiostrongylus_costaricensis,Nematoda,Clade V,family 532575,,,
ACOC_0000230901,angiostrongylus_costaricensis,Nematoda,Clade V,family 556181,,,
ACOC_0000028301,angiostrongylus_costaricensis,Nematoda,Clade V,family 556181,,,
ACOC_0000892401,angiostrongylus_costaricensis,Nematoda,Clade V,family 561948,,,
ACOC_0000832201,angiostrongylus_costaricensis,Nematoda,Clade V,family 579225,,,
ACOC_0000217201,angiostrongylus_costaricensis,Nematoda,Clade V,family 605002,,,
ACOC_0001053401,angiostrongylus_costaricensis,Nematoda,Clade V,family 610744,,,
ACOC_0001227301,angiostrongylus_costaricensis,Nematoda,Clade V,family 614195,,,
ACOC_0000671801,angiostrongylus_costaricensis,Nematoda,Clade V,family 615560,,,
